time,body
1543575763,"CoinSpeakerSEC Starts Chasing ICO Promoters, Floyd Mayweather and DJ Khaled Face First ChargesIn its first cases, the SEC has brought violations against Floyd Mayweather Jr. and music producer DJ Khaled involving ICO promotion. The SEC noted that using celebrity endorsers was a crucial part of the ICO issuers promotional strategy.SEC Starts Chasing ICO Promoters, Floyd Mayweather and DJ Khaled Face First Charges"
1543575655,"CoinSpeakerSirin Labs&#8217; Blockchain Smartphone &#8216;Finney&#8217; Now Available for Pre-OrderThe newly presented FINNEY smartphone is expected to start shipping in late December. Currently, holders of the Sirin token are able to pre-order the device.Sirin Labs&#8217; Blockchain Smartphone &#8216;Finney&#8217; Now Available for Pre-Order"
1543575638,Price predictions have been coming thick and fast over the past couple of weeks since crypto markets took their biggest dive in mid-November. Bitcoin has been the litmus test for the rest of the crypto market which still seems to be hopelessly coupled to its price swings. Are we at the bottom yet? Analysts and...The post Will History Repeat? Bitcoin Price Patterns Repeating Previous Market Cycle appeared first on NewsBTC.
1543574280,Microsoft Azure will form the basis for a blockchain propagation partnership between Microsoft Japan and startup LayerX
1543573740,"Russias Minister of Economic Development has noted that Bitcoin ""deflated like a soap bubble,"" but increased investments in new technologies"
1543573195,"CoinSpeakerCardano Price Analysis: ADA/USD Trends of November 30December 6, 2018The bulls may push the Cardano price up to the range of $0.052 and $0.058 if the daily bullish candle closes above the price level of $0.042Cardano Price Analysis: ADA/USD Trends of November 30December 6, 2018"
1543573093,"A plethora of bearish cryptocurrency market pressure is forming as of right now. All top currencies are in the red again, with a few exceptions persisting for the time being. Even so, it would appear there are some markets which are getting hammered once again, for no real reason. Bitcoin usually drags all altcoins with [&#8230;]The post Bitcoin SV Price Tries to Control $100 Despite Bearish Pressure appeared first on NullTX."
1543572539,Key Highlights ADA price started a decent recovery after forming a support at $0.0350 against the US Dollar (tethered). There is a short term bullish trend line formed with support at $0.0410 on the hourly chart of the ADA/USD pair (data feed via Bittrex). The pair is likely to climb further higher and it may...The post Cardano Price Analysis: ADA/USD Could Climb Above $0.045 appeared first on NewsBTC.
1543572044,Taiwan-based tech giant Asus is now letting gamers use their graphics cards to earn a share of profits from cryptocurrency mining.
1543572041,Bitcoin continues to gain traction on its bounce as it starts to form an ascending channel on its short-term time frames. Price is testing the resistance and might be due for a pullback to support. Applying the Fib tool on the latest bounce shows that the 50% level lines up with the channel bottom which...The post Bitcoin Price Analysis: BTC/USD Bottoming Out But Still a Long Way To Go appeared first on Live Bitcoin News.
1543572020,"FOMO Moments Crypto markets have held their gains, Stellar and Zcash leading the way. Cryptocurrency markets have held on to their gains following two days of recovery from extremely low levels. Things are not great mind you and markets are still at very depressed levels for the year, but the good news is that they...The post Cryptocurrency Market Update: Stellar (XLM) Climbs to Fourth Spot appeared first on NewsBTC."
1543571738,MVIS-CryptoCompareIndex | SIRIN Labs Launches FINNEY | Intel Wins Patent for Energy-Efficient Bitcoin Mining | OKEx Announces Third Round of Token Delisting
1543570762,"Huaren Capital had entered the Philippines&#8217; business territory to expand its crypto mining business. But the Chinese firm has found another purpose on the sideways. The crypto giant plans to launch a digitized version of Philippino Peso called &#8220;Digital Peso&#8221; in the first half of 2019, reported Inquirer. The coin, whose per unit value wouldThe post Chinese Crypto Miner to Launch Remittance-Friendly Digital Peso in Philippines in H1 2019 appeared first on CCN"
1543570449,Officials suspect that the bank may not have changed its ways after paying billions in misconduct fines.
1543569769,"It has been an interesting week for Verge holders. After a major price increase earlier this week, the altcoin has been hit with a pretty steep correction. More specifically, this seems to be a wave of people selling while taking profits, although the overall ongoing bearish momentum isn&#8217;t helping XVG either. How long this negative [&#8230;]The post Verge Price Drops by 16% Following Bithumb Listing appeared first on NullTX."
1543568637,"Satoshi Nakamoto has been a mysterious figure since the inception of the paperless e-currency known today as Bitcoin (BTC). After his disappearance in December 2010, many were left to speculate as to who he was and why he left. Well, Satoshi Nakamoto&#8217;sP2P profile has come to life with one update. The update is just the [&#8230;]The post Satoshi Nakamoto&#8217;s profile updated 2018! appeared first on Crypto Insider."
1543568451,An Intel patent awarded Tuesday outlines a method for mining cryptos using the SHA-256 algorithm more efficiently.
1543568417,"Key Points Bitcoin price struggled to break the $4,400-4,440 resistance and declined against the US Dollar. There was a break below yesterdays bullish trend line with support at $4,220 on the hourly chart of the BTC/USD pair (data feed from Kraken). The price is currently at a risk of more losses below the $4,100 and...The post Bitcoin Price Watch: BTC/USD Could Extend Correction Below $4,100 appeared first on NewsBTC."
1543568402,There can be no better boost for a cryptocurrency during hard times than a major exchange listing. They come no bigger than Coinbase which has recently announced that it would be adding Zcash to its Pro trading platform. In a company blog post yesterday Coinbase revealed that it would be enabling Zcash deposits on November...The post Zcash Climbing as Coinbase Pro Launches ZEC Trading appeared first on NewsBTC.
1543568299,CoinSpeakerFidelity Investments Plan to Expand Its Crypto Trading to Five-Seven Top CryptosFidelity is going to widen the list of cryptocurrencies available on its institutional crypto platform called Fidelity Digital Asset Services.Fidelity Investments Plan to Expand Its Crypto Trading to Five-Seven Top Cryptos
1543568220,"UBS continues its hardline stance on Bitcoin, a senior executive publicly condemning it using the same argument as in 2017"
1543567856,"Making money in the cryptocurrency world can be done in many different ways. Holding currencies and selling them for profits is certainly one way to go about things. Arbitrage trading is another viable approach, as it allows for somewhat less riskier profits to be secured. The following six currencies allow for an interesting profit to [&#8230;]The post Crypto Arbitrage Today: XRP, LTC, ETH, BTG, XLM, ONT appeared first on NullTX."
1543567848,"The &#8220;killer apps&#8221; proposed by dozens of utility projects have, for the most part, failed to garner much adoption. Several projects, like Brave, Steemit, and DENT, however, have started to pick up traction, amassing growing communities of active users that number into the millions. With the launch of their mass market predictive analytics platform at [&#8230;]The post Endor Protocol Prepares for Mass Market Platform Launch appeared first on NullTX."
1543566973,Both of the celebrities have been fined hundreds of thousands of dollars and ordered not to promote assets.
1543566676,"Union Bank of Nigeria PLC, Nigeria&#8217;s sixth largest bank by assets has issued a general notice informing its customers that henceforth all accounts linked to cryptocurrency trading activities will be monitored and may be subject to restrictions going forward. Originally owned by Barclays Bank before becoming locally owned in 1979, the bank is one ofThe post Backlash as Nigerian Bank Threatens to Restrict Crypto-Related Accounts appeared first on CCN"
1543566603,"Bitcoin and other crypto holders have been waiting for the coming Bull Run all year. They hope that BTC prices would hit or exceed their highest level of $20,000 like last year. However, this has not happened. In fact, the prices have been plummeting all year. Thus far, the prices have down by almost 70%...The post Crypto in 2019: Is there a Bull Run in the Making? appeared first on Live Bitcoin News."
1543565873,"As the overall cryptocurrency industry momentum sours again, prices are falling across the board. This is not entirely abnormal, as most currencies derive value from Bitcoin itself. In the case of Dogecoin, the negative trend is less severe, although still somewhat visible. If these losses can be minimized, Dogecoin may be among the first currencies [&#8230;]The post Dogecoin Price Doesn&#8217;t Budge as Stable Momentum Prevails appeared first on NullTX."
1543565867,
1543565867,"Eight coins from the top 10 coins by 24-hour volume posted negative changes, ranging from 0.21% to 5.40%. BlockTower: Bitcoin is at the end of a distress cycle. DPW Holdings announces spin-off cryptocurrency mining company, shares pump 25%."
1543564830,"A survey conducted by fintech specialistMonica Eaton-Cardone found that about 78 percent of retailers will have joined the blockchain revolution by 2023. The market value of blockchain in the retail sector could grow to more than $2.3 billion with a compound annual growth rate of 96.4 percent, the study suggests. 78 Percent of Retailers Will...The post Report: Blockchain in Retail to Grow from $80m to $2.3B by 2023 appeared first on NewsBTC."
1543564815,"The US-based leading exchange has announced the launch of Zcash (ZEC) on its Coinbase Pro platform. ZEC Debuts on Coinbase Pro Customers of CoinBase Pro, the FDIC insured trading platform for advanced traders will now be able to trade Zcash (ZEC). The announcement was made by the firm earlier yesterday. With this addition, ZEC becomes...The post Coinbase Pro Adds Zcash (ZEC) Trading Pair appeared first on Live Bitcoin News."
1543564517,"Can Blockfolio help you keep track of fluctuations in the value of your crypto holdings, safely? Here&#8217;s our review&#8230; For some, cryptocurrencies are to be considered exclusively on their technical merits. For others, cryptocurrencies are a speculative investment vehicle. Still more use them as actual currencies, exchanging them for goods and services and even receiving [&#8230;]The post Review: Blockfolio Cryptocurrency Portfolio Manager appeared first on CryptoNewsReview."
1543564317,"Latest Cardano News The good thing about Cardano is their regular update which in turn gives a clear picture on the development progress of Byron and Shelly. Days after Michael Person resigned and Paul Schmid given the task of leading the foundation and promoting their peer-reviewed platform and technology, ADA prices have been on a...The post ADA/USD Price Analysis: Bears in Control ahead of Cardano 1.4 Update appeared first on NewsBTC."
1543564135,"On Thursday (29 November 2018), the U.S. Securities and Exchange Commission (SEC), announced that it had settled charges against boxer Floyd Mayweather Jr. and music producer Khaled Khaled (better knows as &quot;DJ Khaled&quot;) for &quot;failing to disclose payments they received for promoting investments in Initial Coin Offerings (ICOs),&quot; and said that these were &quot;the SEC&#39;s first cases to charge touting violations involving ICOs.&quot;"
1543563744,"A blockchain-based trading platform that could assist oil majors and trading firms to drastically reduce costs is now operational. Known as Vakt, the platform which was created last year by a consortium consisting of Anglo-Dutch oil giant Shell and British Petroleum (BP), went live on Wednesday,&#160;according to Reuters. Other members of the consortium include globalThe post BP And Shells Blockchain-Based Oil Trading Platform Goes Live appeared first on CCN"
1543563708,Published on CoinnounceA large number of researchers and developers have started to discuss the proposed upgrade to Ethereum known as Ethereum 1x. The code changes are still not confirmed but developers from all around the world are suggesting their different proposals in order to improve the usability of Ethereum- the world&#8217;s third-largest blockchain. The code is predicted [&#8230;]The post Ethereum 1x Upgrade: All you need to know appeared first on Coinnounce.
1543563502,Do the cryptocurrency markets have any hope for recovery? Why have they fallen so far?
1543563058,"The US Securities and Exchange Commission (SEC) has settled charges against DJ Khaled and Floyd Mayweather Jr for unlawful ICO promotion. Both celebrities have agreed to pay the financial penalties without admitting or denying the findings. Failure to Disclose In an official release dated November 29, the SEC has announced the settlement of charges against music producer DJ Khaled and professional boxer Floyd Mayweather Jr. for failure to disclose payments they have received to promoteRead MoreThe post SEC Settles Charges Against DJ Khaled and Floyd Mayweather appeared first on Bitcoinist.com."
1543562809,"Ripple and Coinbase come together for a new project&#8230; by Manoj Sharma for CNR The San Francisco-based startup, Securitize, that helps firms to tokenise their securities and assets, has managed to secure $12.75 million in funding. Blockchain Capital led the series A round with participation from Xpring Fund and Coinbase Ventures. The latter two names [&#8230;]The post Ripple and Coinbase invest in Securitize, a security token startup appeared first on CryptoNewsReview."
1543562666,"Are Bitcoin funds at risk? by Manoj Sharma for CNR It&#8217;s pretty well known now that malicious code in software could result into vulnerabilities. This concept also applies on specific web pages, like popular Event-Stream JavaScript Library, which it&#8217;s been revealed currently contains a loophole. Hackers can exploit this loophole and use it to explore [&#8230;]The post Malicious code in JavaScript Library could steal funds from Bitcoin users appeared first on CryptoNewsReview."
1543562531,"Binance announces its &#8216;Gold Label&#8217; standard, and the first 30 projects who qualify for it&#8230; Confidence in cryptocurrency projects and initial coin offerings (ICOs) has hardly been bolstered this year by the stories of price drops and regulators closing in on projects that they feel have breached rules. How, then, can those on the outside [&#8230;]The post Binance tries to bolster cryptocurrency and blockchain confidence by naming gold standard projects appeared first on CryptoNewsReview."
1543562138,"Latest Bitcoin News In a laughable move, the United States Treasury Department Office of Foreign Assets Control has issued sanctions against two Bitcoin addresses&#8211;149w62rY42aZBox8fGcmqNsXUzSStKeq8C and1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9Vbelong to two Iranians&#8211;Ali Khorashadizadeh andMohammad Ghorbaniyan, accused on assisting hackers launder their Bitcoin proceeds. The Bitcoins obtained from victims of a SamSam ransomware scheme were converted to Iranian Rial. With...The post BTC/USD Price Analysis: Price Stall at $4,300 as The US OFAC sanction Bitcoin Addresses appeared first on NewsBTC."
1543561207,Key Highlights Ripple price is placed nicely above the $0.3700 and $0.3615 support levels against the US dollar. Yesterdays highlighted crucial ascending channel is intact with support at $0.3620 on the hourly chart of the XRP/USD pair (data source from Kraken). The pair remains supported on dips and it could continue to move higher towards...The post Ripple Price Analysis: XRP/USD Likely To Climb Toward $0.42 appeared first on NewsBTC.
1543560472,"Two celebrities have been fined and banned, as a consequence of promotional work they did on initial coin offerings&#8230; The American Securities and Exchange Commission (SEC) has been closing the new on cryptocurrency and ICO promotions and work that it finds itself unhappy with of late. And the latest to be on the receiving end [&#8230;]The post Floyd Mayweather, DJ Khaled fined for cryptocurrency promotion appeared first on CryptoNewsReview."
1543560326,"Cryptopia, one of the global leaders in cryptocurrency exchanges, has released figures indicating that it experienced a solid growth surge, followed by the announcement of hiring the previous Microsoft CMO. Since December 2017, Cryptopia has increased its user base around the world by 116 percent. This is a significant boost for Cryptopia, which was founded...The post Cryptopia Dramatically Grows Its User Base appeared first on Live Bitcoin News."
1543559328,Key Highlights ETH price corrected lower recently after forming a high near $125 against the US Dollar. There is a short term declining channel or flag formed with resistance at $120 on the hourly chart of ETH/USD (data feed via Kraken). The pair must break the $119 and $120 resistance levels to climb higher in...The post Ethereum Price Analysis: ETH/USD Holding Key Support At $112 appeared first on NewsBTC.
1543558578,"A Pakistani-American woman who bought bitcoin and other cryptocurrencies using fraudulently obtained credit cards before wiring the funds to ISIS has pled guilty to charges of offering financial support to a terrorist organization. According to court filings, Zoobia Shahnaz made a couple of wire transactions last year to fronts for the Islamic terror outfit ISISThe post ISIS Recruit who Used Bitcoin to Finance Terror Group Could get 20 Years in Jail appeared first on CCN"
1543558200,"On Thursday (29 November 2018), Paul Donovan, the Chief Global Economist at UBS Wealth Management, gave an interview in which he explained why he had written a blog post titled &quot;I come to bury bitcoin, not to praise it.&quot;"
1543557632,"The cryptocurrency industry attracts people from all strides of life. Some want to save up some money for a rainy day. Others want to get rich quick at all costs. One man in Dundee, Ireland is wanted for a major money laundering scheme linked to Bitcoin. This investigation has been ongoing for some time now....The post Dundee Man Faces Court Over Alleged Bitcoin Money Laundering Scheme appeared first on Live Bitcoin News."
1543554958,"Published on CoinnounceSupport Levels  $165, $170 Resistance Levels  $190, $200 &#160; Key Points Bitcoin Cash ABC price could not break the $200 resistance and is trading lower. There is a bearish line formed with resistance close to $193. Bitcoin Cash ABC price lowered after being unable to break the key resistance at $200 against the [&#8230;]The post Bitcoin Cash ABC Price Analysis: BCHABC will rise or fall? appeared first on Coinnounce."
1543554004,Ethereum developers are aggregating efforts to implement ethereum 1x  a new proposed upgrade intended to act as the intermediary bridge to ethereum 2.0.
1543552843,"Patients will also be able to sell their dental data to research professionals, accordingto Dentacoin&#8230; While the Swiss Federal Railway outlined the benefits of blockchain integration for railway management systems last week, new decentralised platform Dentacoin believes the technology is just as well-suited for implementation within the dental industry. According to its official website, Dentacoin [&#8230;]The post Dentacoin to provide the dental industry with cost and efficiency blockchain solutions appeared first on CryptoNewsReview."
1543552520,"The CEO allegedly told investors the company could offer Visa-brand credit cards and crypto services&#8230; Jared Rice, CEO of crypto company AriseBank, has been sentenced to 120 years in prison for accumulating $4 million from investors in a crypto scam. As reported by Coin Telegraph, Rice was arrested by the FBI on Wednesday. According to [&#8230;]The post AriseBank CEO sentenced to 120 years in prison after $4 million crypto scam appeared first on CryptoNewsReview."
1543552442,"And it won&#8217;t wake up your neighbours&#8230; The complex practice of cryptomining could receive a facelift next month with the launch of the Coinmine One: a mobile-first device designed to make cryptomining easier for everyone, regardless of experience. Resembling a hybrid between an Xbox console and PC tower, the plug-and-play device was developed by LA-based [&#8230;]The post New Coinmine One utilises automatic protocol updates to let users easily mine crypto appeared first on CryptoNewsReview."
1543552119,Key Points Bitcoin cash price remained below the $200 resistance and corrected lower against the US Dollar. There is a major bearish trend line formed with resistance near $193 on the hourly chart of the BCH/USD pair (data feed from Kraken). The pair could consolidate in the short term below $195 and $200 before the...The post Bitcoin Cash Price Analysis: BCH/USD Consolidating Below $200 appeared first on NewsBTC.
1543551066,"Published on CoinnounceDuring an interview with the CNBC, the SEC Chairman talked about Bitcoin, Initial Coin Offerings and Bitcoin ETF. Bitcoin: Jay Clayton said that &#8220;Bitcoin is not a security&#8221; hence it does not fall in the securities law of the United States.SEC may be doubling down on the earlier statements about Bitcoin but the affirmation is [&#8230;]The post SEC on Bitcoin, ICO and Bitcoin ETF appeared first on Coinnounce."
1543550451,"The crude oil industry is the latest to integrate blockchain technology into its process. A London-based platform is being used to digitize trading operations. Gaining a competitive edge over your rivals is, arguably, a key component to business success. A part of this is ensuring that processes are running as smoothly and efficiently as possible....The post Blockchain to Increase Efficiency in Crude Oil Trading appeared first on Live Bitcoin News."
1543549774,"Published on CoinnounceEven though Bitcoin and virtual currencies lost a vital piece of their incentive amid the most recent weeks, Tim Draper trusts trillions of dollars of fiat would move into virtual currencies. The venture capital investor said that 66% of all the world&#8217;s money esteem would, in the end, jump to cryptocurrencies. Draper is bullish on [&#8230;]The post Tim Draper: The masses will move to Cryptocurrencies soon appeared first on Coinnounce."
1543548924,"Liechtenstein cryptocurrency exchange LCX has been granted a license to provide crypto trading services for utility and payment tokens. The exchange will be offering four main crypto services including a custody service and a fiat-to-crypto exchange in partnership with Binance. Also read:Indian Supreme Court Moves Crypto Hearing, Community Calls for Positive Regulations A Regulated Exchange [&#8230;]The post LCX Now Licensed to Provide Crypto Trading Services in Liechtenstein appeared first on Bitcoin News."
1543548616,"Youve probably heard the word by now but you might still be wondering  what is Bitcoin? Well, there are no stupid questions here, so lets start at the very beginning. What is Bitcoin? Who created it and what goes on under the hood? What Is Bitcoin? A Distributed Peer-to-Peer Digital Currency Simply put, Bitcoin is a distributed peer-to-peer digital currency. It can be transferred instantly and securely between any two people in the worldRead MoreThe post What Is Bitcoin? Guide for the Most Popular Cryptocurrency appeared first on Bitcoinist.com."
1543546800,"A new Facebook crypto scam, in the form of a sponsored ad, was stealing sensitive data from users.The alert was first published on Medium by the ORCA Alliance on Nov 22."
1543545296,"Russian Economic Development Minister Maksim Oreshkin has stated that while bitcoin has deflated like a &#8220;soap bubble,&#8221; it has impacted the world positively by boosting investment in new technologies. Speaking to the media on Wednesday at Russia Calling, an investment forum organised by VTB Capital, Oreshkin said that despite the woes of the crypto market,The post Bitcoin Deflated Like a &#8216;Soap Bubble&#8217;: Russian Economy Minister appeared first on CCN"
1543545050,"Bitcoin is a digital currency. As such, the approach to acquiring and storing it differs greatly from conventional, fiat currencies. Technically, bitcoins dont exist in any physical shape or form and, therefore, cannot really be stored. Rather, its private keys used to access your public bitcoin address that needs to be stored. Thats where bitcoin wallets come into the picture. What is the best Bitcoin wallet? How do I read a wallet review? WhatIs aRead MoreThe post Best Bitcoin Wallet  How to Securely Store  Bitcoin with Software, Apps and Hardware appeared first on Bitcoinist.com."
1543543249,"People will be paid in Ether for helping to clean up one of the most polluted beaches as part of a new movement to clean up plastic waste. Bounties for the Oceans The Bounties Network is teaming up withConsenSys Social Impact to tackle the issue of plastic waste in our oceans. Back in June, the...The post Manila Residents to Be Paid in Ether for Cleaning Up Polluted Habitat Area appeared first on Live Bitcoin News."
1543543233,"Cybercriminals are moving their focus from ransomware to cryptocurrency mining malware, going as far as repurposing their old ransomware files to mine cryptocurrencies, as the latter is reportedly a more profitable endeavor."
1543541743,"Recent research on the tone and frequency of cryptocurrency coverage in the mainstream media over the past five years suggests that some news outlets appear to be much more biased against Bitcoin than the norm. The results also indicate that overall sentiment has become more negative with time. Also Read:Coinbase Launches OTC Desk, Huobi Opens [&#8230;]The post Research Exposes Anti-Bitcoin Bias in Mainstream Media appeared first on Bitcoin News."
1543540800,"Various blockchain-related companies have formed the Blockchain Association of Mexico, the first such organization in the country"
1543539898,"Earlier this week, US Securities and Exchange Commission (SEC)&#160;Chairman Jay Clayton said at a conference in New York that to approve a Bitcoin exchange-traded fund (ETF), the SEC needs to see a market that is free of manipulation. Clayton stated: &#8220;What investors expect is that the trading in that commodity that&#8217;s underlying the ETF isThe post Does VanEck Bitcoin ETF Address the Concerns of SEC Chairman on Manipulation? appeared first on CCN"
1543539605,"The U.S. Attorney for the Northern District of Texas has announced that the CEO of AriseBank was arrested by the FBI on Wednesday over more than $4 million crypto-related fraud. AriseBank CEO Jared Rice Faces up to 120 Years in Federal Prison, Says U.S. Attorney Jared Rice, a 30-year old resident from Dallas, Texas, allegedly...The post FBI Arrests AriseBank CEO for $4 Million Crypto-Related Fraud appeared first on NewsBTC."
1543539600,"The Ethereum-backed algorithmic stablecoin, the DAI of the MakerDAO project, has been exploding in the last weeks, up almost 50% in two weeks. The coin enjoys about 285% of collateral supply, holding $174 million worth of ETH in contracts."
1543537440,"Decentralized exchange BHEX has raised $15 million in a recent funding round, in which major exchanges like OKCoin and Huobi participated"
1543536934,"Coinbase today announced that it would begin supporting Zcash on its Coinbase Pro platform. The cryptocurrency joins a distinguished list of cryptos that are listed on the exchange, including Ethereum, Bitcoin, Litecoin and Ethereum Classic. Following the announcement, Zcash surged 15 percent to hit a nine-day high at $93.5, with some markets such as Binance [&#8230;]The post Coinbase Pro Lists Zcash, the Price Shoots Up To Hit 9-Day High appeared first on NullTX."
1543536038,"The decentralized content platform that rewards content providers with cryptocurrency, Steemit, recently announced a corporate restructuring that will result in a significant amount of their workforce being cut. The announcement, which was made by the companys CEO in a recent post, explained that the weakness of the cryptocurrency markets has affected both the companyscryptocurrency(STEEM) and...The post Steemit Announces Structural Reorganization, Laying of 70% of Employees appeared first on NewsBTC."
1543536005,"At the time of this writing, everybodys favorite cryptocurrency is inching back up again. Could the market finally be turning around? Over the past several days, Bitcoin has repeatedly incurred drops which ultimately brought it down to the $3,600 range earlier this week. Questions were running through Bitcoin enthusiasts minds about the currencys status and...The post Industry Boost: Cryptocurrency Market Cap Adds $20 Billion Overnight appeared first on Live Bitcoin News."
1543535955,"Pro boxing champ Floyd Mayweather Jr. and music producer DJ Khaled agreed to pay the Securities and Exchange Commission a combined&#160;$767,500 to settle charges of illegally promoting ICOs. These are first cases the SEC has brought violations involving ICO promotion.&#160;The SEC noted that using celebrity endorsers was a crucial part of the ICO issuers&#8217; promotionalThe post TKO: Floyd Mayweather, DJ Khaled Knocked out by SEC Probe into ICO Promos appeared first on CCN"
1543535820,Tax payments with crypto - why Ohios Treasurer created the initiative to drive blockchain development in the state
1543535447,"Over the last few weeks, the Bitcoin Cash (BCH) community has been discussing how miners and nodes will handle bigger blocks in the future to encourage mass adoption. A company called Bloxroute has been coming up a lot lately, as it aims to resolve the block propagation bottleneck. Also read:Growing Number of Crypto Companies Operating [&#8230;]The post Bloxroute Joins the Block Size Debate With New Block Propagation Service appeared first on Bitcoin News."
1543535160,Canadian mobile payments startup adds Bitcoin as a payment method to purchase in-house currency  which can then be used at participating merchants
1543534200,FDA CommissionerDr. Scott Gottlieb has hired Walmarts vice president of food safety to help develop blockchain-based solutions to tracking and tracing recalls of tainted foods.
1543532910,"                        Popular cryptocurrency exchange Coinbase is launching Zcash (ZEC) trading on its professional trading platform Coinbase Pro. The announcement made via Coinbases blog page states that inbound transfers of the currency will begin at 10 p.m. PST on Thursday, November 29, 2018, though early deposits have already begun.The blog reads, Once sufficient liquidity is established, trading on the ZEC/USDC order book will start. ZEC trading will initially be accessible for Coinbase Pro users in the U.S. (excluding New York), the U.K., the European Union, Canada, Singapore and Australia. Additional jurisdictions may be added later. At press time, ZEC is not yet available on Coinbase.com or on the companys mobile apps. The blog says a separate announcement will be made once ZEC is active on these platforms.Zcash is a cryptocurrency that offers users additional privacy. The asset comes in two forms: shielded and transparent, with the former encrypting transaction information to ensure it remains unseen by third parties. Coinbase Pro says it will support deposits from both the shielded and transparent forms of ZEC, though only withdrawals to transparent addresses will be permitted.In the future, well explore support for withdrawals to shielded addresses in locations where it complies with local laws, Coinbases blog states.The launch is set to occur in four stages. The first,transfer-only stage went live at 10..."
1543532683,"The FINNEY phone came out today at a launch event in Barcelona. The $999 phone is the first of its kind, integrating blockchain technology at its core in order that its users may can securely use blockchain products. The product aims to address issues that cryptonaughts face in mobile computing, particularly those related to securelyThe post SIRIN LABS Releases $999 Blockchain Phone: &#8216;FINNEY&#8217; appeared first on CCN"
1543532640,The U.S. SEC has announced settled charges against Floyd Mayweather Jr. and DJ Khaled for unlawfully touting an ICO last year
1543532415,"The Mike Novogratz-led Galaxy Digital Holdings LP suffered $76 million in third-quarter losses, taking the companys losses in 2018 so far to a grand total of $175 million. Galaxy Digital Q3 Losses Total $76 Million As Bear Market Continues Cryptocurrency merchant bank, Galaxy Digital, has released its quarterly earnings report, and the results from the...The post Galaxy Digital Loses $76 Million in Q3, Novogratz Remains Bullish appeared first on NewsBTC."
1543532401,"Mati Greenspan, the senior market analyst at giant social trading platform, eToro, recently shared with CryptoGlobe some of his views and insights regarding cryptocurrencies and how he thinks they will contribute to the global economy. Greenspan, a portfolio manager at eToro for VIP clients with a minimum equity of $1 million, first explained how he expects each age group from teenagers, millennials, middle-aged professionals, and senior citizens will interact with digital assets and other types (traditional) assets. He also revealed eToro&#39;s latest financial outlook regarding Litecoin (LTC) and other major cryptoassets."
1543531515,"                        This week realized a big gain as bitcoin enjoyed a 25% rally from its local bottom before topping out around $4,400. Support currently appears to be established in the mid-$3,000s as the market remains indecisive over its next move:Figure 1: BTC-USD, Daily Candles, Current Support LevelFigure 1 shows the relevance of the current support level as it represents a previous support level that was never properly retested during last years parabolic bull market. At the moment, we are currently seeing some resistance around the macro, 78% Fibonacci retracement of the parabolic run-up. To date, bitcoin has realized a whopping 82% devaluation from its all-time high to the current low in the mid $3,500s. If our current support holds, we should expect to see a battle over the 78% retracement values where, if the overhanging retracement level breaks, we will likely encounter another level of resistance in the $5,000 region. But, for now, the market needs to tackle the 78% Fibonacci before worrying about the overhanging resistance levels.On the lower time frames, we can see bitcoin is finding nice support on its 23% retracement which also happens to be the previous high:Figure 2: BTC-USD, 4-Hour Candles, Current Low Time Frame Support LevelThe lower time frames are consolidating on top of the previous high and just below the macro 78% retracement. Off the $3,500 low, we saw a decently strong rally with high volume ..."
1543531452,"The cryptocurrency industry is constantly changing and evolving. As new currencies try to make a name for themselves, new features will need to be addressed sooner rather than later. In the case of NulleX, a new program known as DMRS(Dynamic Masternodes Rewards System) will be launched. This addition will make the ecosystem more robust, and [&#8230;]The post NulleX Team Introduces DMRS For Masternode Owners appeared first on NullTX."
1543531229,The two celebrities shilled initial coin offerings without disclosing they were paid to promote them.
1543530096,"At press time, the father of cryptocurrency has spiked to roughly $4,300. This is a $700 rise from last weeks bloodbath that saw bitcoin trading for roughly $3,600 at Thanksgiving time. It was an ugly period that many of us dont wish to repeat, but are analysts bullish about the sudden rise, or is it [&#8230;]The post Bitcoin Price Watch: Price Reversal Sees Bitcoin Back at $4,300 appeared first on NullTX."
1543529772,"As usual, there was a significant increase in the trading volume of Zcash and a big price spike."
1543529088,"CoinSpeakerBlockchain Revolution is Here: in Honor of Bonifacio Day, Tickets to the Philippines Major Blockchain Conference at Half PriceAndrs Bonifacio is the countrys national hero.  He led the Philippine Revolution against the Spanish Empire in 1896.Blockchain Revolution is Here: in Honor of Bonifacio Day, Tickets to the Philippines Major Blockchain Conference at Half Price"
1543528839,"A risk assessment report released by theFinancial Information Unit (FIU) found banks more vulnerable to money laundering and terrorist financing risks than cryptocurrencies, Business Korea reported. The division of South Korea&#8217;s Financial Services Commission researched its domestic financial sector, which includes banks,securities companies, insurers, mutual financing companies, credit card services, and even crypto exchanges. After...The post Report: Banks Are More Vulnerable to Terrorist Financing Than Crypto appeared first on NewsBTC."
1543528836,"Bridging the gap between social media and cryptocurrency is no easy feat. Several projects are trying to do so, yet they all face their own struggles. In the case of Steemit, it would appear a major reorganization looms on the horizon. As such, nearly 70% of the company&#8217;s current employees will be laid off. The...The post Steemit Lets Go 70% of Staff Following Cost-Cutting Measures appeared first on Live Bitcoin News."
